stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
1807,,"Kaiju iela",,56.95650,24.08096,https://saraksti.lv/#stop/1807,,
1808,,"Kaiju iela",,56.95698,24.08091,https://saraksti.lv/#stop/1808,,
1805,,"Rīgas Tehniskā universitāte",,56.95233,24.08401,https://saraksti.lv/#stop/1805,,
1806,,"Rīgas Tehniskā universitāte",,56.95247,24.08370,https://saraksti.lv/#stop/1806,,
0544,,"Krievupes iela",,57.00808,24.32820,https://saraksti.lv/#stop/0544,,
0545,,"Krievupes iela",,57.00835,24.32820,https://saraksti.lv/#stop/0545,,
0235,,"Langstiņi",,57.01010,24.32636,https://saraksti.lv/#stop/0235,,
0234,,"Langstiņi",,57.01032,24.32652,https://saraksti.lv/#stop/0234,,
0192,,"Mediķu iela",,57.00384,24.33165,https://saraksti.lv/#stop/0192,,
0191,,"Mediķu iela",,57.00390,24.33180,https://saraksti.lv/#stop/0191,,
7749a,,"Abrenes iela",,56.94608,24.13020,https://saraksti.lv/#stop/7749a,,
7749,,"Abrenes iela",,56.94610,24.12994,https://saraksti.lv/#stop/7749,,
7749b,,"Abrenes iela",,56.94607,24.13052,https://saraksti.lv/#stop/7749b,,
7749c,,"Abrenes iela",,56.94607,24.13079,https://saraksti.lv/#stop/7749c,,
7749d,,"Abrenes iela",,56.94609,24.13124,https://saraksti.lv/#stop/7749d,,
3011,,"Centrāltirgus",,56.94411,24.11433,https://saraksti.lv/#stop/3011,,
0079,,"Centrālā stacija",,56.94607,24.11870,https://saraksti.lv/#stop/0079,,
0078,,"Centrāltirgus",,56.94572,24.11878,https://saraksti.lv/#stop/0078,,
0113,,"Emīlijas Benjamiņas iela",,56.94196,24.12790,https://saraksti.lv/#stop/0113,,
0149,,"Emīlijas Benjamiņas iela",,56.94210,24.12950,https://saraksti.lv/#stop/0149,,
2118,,"Centrāltirgus",,56.94476,24.12039,https://saraksti.lv/#stop/2118,,
0275,,"Mazā Kalna iela",,56.94232,24.14533,https://saraksti.lv/#stop/0275,,
8026,,"Atpūtas centrs ""Lido""",,56.92708,24.15909,https://saraksti.lv/#stop/8026,,
0162,,"Atpūtas centrs ""Lido""",,56.92439,24.16254,https://saraksti.lv/#stop/0162,,
5002,,"Balvu iela",,56.93412,24.14278,https://saraksti.lv/#stop/5002,,
8028,,"Balvu iela",,56.93282,24.14481,https://saraksti.lv/#stop/8028,,
5397,,"Grēdu iela",,56.93106,24.15181,https://saraksti.lv/#stop/5397,,
1102,,"Lastādijas iela",,56.94052,24.12997,https://saraksti.lv/#stop/1102,,
3162,,"Elijas iela",,56.93988,24.12574,https://saraksti.lv/#stop/3162,,
3170,,"Elijas iela",,56.93987,24.12627,https://saraksti.lv/#stop/3170,,
3163,,"Jēzusbaznīcas iela",,56.94104,24.12080,https://saraksti.lv/#stop/3163,,
3168,,"Jēzusbaznīcas iela",,56.94052,24.12185,https://saraksti.lv/#stop/3168,,
3164,,"Spīķeri",,56.94234,24.11619,https://saraksti.lv/#stop/3164,,
3167,,"Spīķeri",,56.94217,24.11693,https://saraksti.lv/#stop/3167,,
3156,,"Atpūtas centrs ""Lido""",,56.92947,24.16370,https://saraksti.lv/#stop/3156,,
3176,,"Atpūtas centrs ""Lido""",,56.92911,24.16396,https://saraksti.lv/#stop/3176,,
3160,,"Daugavpils iela",,56.93898,24.14004,https://saraksti.lv/#stop/3160,,
3172,,"Daugavpils iela",,56.93872,24.14063,https://saraksti.lv/#stop/3172,,
3161,,"Katoļu iela",,56.93958,24.13549,https://saraksti.lv/#stop/3161,,
3171,,"Katoļu iela",,56.93957,24.13629,https://saraksti.lv/#stop/3171,,
3155,,"Krasta masīvs",,56.92556,24.16815,https://saraksti.lv/#stop/3155,,
3177,,"Krasta masīvs",,56.92520,24.16838,https://saraksti.lv/#stop/3177,,
3158,,"Latgales parks",,56.93599,24.15587,https://saraksti.lv/#stop/3158,,
3174,,"Latgales parks",,56.93663,24.15461,https://saraksti.lv/#stop/3174,,
3159,,"Mazā Kalna iela",,56.93790,24.14638,https://saraksti.lv/#stop/3159,,
3173,,"Mazā Kalna iela",,56.93785,24.14727,https://saraksti.lv/#stop/3173,,
3157,,"Rēznas iela",,56.93341,24.15995,https://saraksti.lv/#stop/3157,,
3175,,"Rēznas iela",,56.93303,24.16023,https://saraksti.lv/#stop/3175,,
0036,,"Lauvas iela",,56.93915,24.15537,https://saraksti.lv/#stop/0036,,
0498,,"Vagonu parks",,56.94230,24.15512,https://saraksti.lv/#stop/0498,,
0099,,"Daugavpils iela",,56.94171,24.13979,https://saraksti.lv/#stop/0099,,
0250,,"Rītupes iela",,56.93293,24.16700,https://saraksti.lv/#stop/0250,,
0366,,"Katoļu iela",,56.94058,24.13664,https://saraksti.lv/#stop/0366,,
0276,,"Mazā Kalna iela",,56.94078,24.14817,https://saraksti.lv/#stop/0276,,
0511,,"Viļānu iela",,56.94094,24.15344,https://saraksti.lv/#stop/0511,,
3165,,"Autoosta",,56.94439,24.11512,https://saraksti.lv/#stop/3165,,
0412,,"Rītupes iela",,56.93227,24.16893,https://saraksti.lv/#stop/0412,,
0432,,"Slāvu iela",,56.92866,24.17284,https://saraksti.lv/#stop/0432,,
0431,,"Slāvu iela",,56.92962,24.17206,https://saraksti.lv/#stop/0431,,
0035,,"Lauvas iela",,56.93810,24.15677,https://saraksti.lv/#stop/0035,,
0381,,"Rēznas iela",,56.93463,24.16147,https://saraksti.lv/#stop/0381,,
0382,,"Rēznas iela",,56.93559,24.16022,https://saraksti.lv/#stop/0382,,
7749g,,"Abrenes iela",,56.94599,24.12864,https://saraksti.lv/#stop/7749g,,
0281,,"Viļānu iela",,56.94271,24.15169,https://saraksti.lv/#stop/0281,,
0032,,"Bākas iela",,57.05224,24.06924,https://saraksti.lv/#stop/0032,,
0031,,"Bākas iela",,57.05202,24.06830,https://saraksti.lv/#stop/0031,,
0324,,"Paegles",,57.06144,24.08000,https://saraksti.lv/#stop/0324,,
0323,,"Paegles",,57.06159,24.07997,https://saraksti.lv/#stop/0323,,
7993,,"Stāvvadu iela",,57.07016,24.08866,https://saraksti.lv/#stop/7993,,
7994,,"Stāvvadu iela",,57.07026,24.08886,https://saraksti.lv/#stop/7994,,
0016,,"Aizvēja",,57.05356,24.06251,https://saraksti.lv/#stop/0016,,
0017,,"Aizvēja",,57.05276,24.06310,https://saraksti.lv/#stop/0017,,
0263,,"Mangaļsala",,57.06101,24.05520,https://saraksti.lv/#stop/0263,,
0311,,"Osta",,57.05577,24.06070,https://saraksti.lv/#stop/0311,,
0312,,"Osta",,57.05548,24.06069,https://saraksti.lv/#stop/0312,,
1606,,"Veiksmes iela",,57.05612,24.07261,https://saraksti.lv/#stop/1606,,
1607,,"Veiksmes iela",,57.05640,24.07280,https://saraksti.lv/#stop/1607,,
5204,,"Mārupes novada dome",,56.90515,24.05468,https://saraksti.lv/#stop/5204,,
5205,,"Mārupes novada dome",,56.90608,24.05642,https://saraksti.lv/#stop/5205,,
5361,,"Mārupītes gatve",,56.90043,24.04630,https://saraksti.lv/#stop/5361,,
5414,,"Mārupītes gatve",,56.90157,24.04943,https://saraksti.lv/#stop/5414,,
5217,,"Mežciems",,56.89278,24.01376,https://saraksti.lv/#stop/5217,,
5216,,"Mežciems",,56.89284,24.01453,https://saraksti.lv/#stop/5216,,
5315,,"Sēļi",,56.89772,24.03515,https://saraksti.lv/#stop/5315,,
5316,,"Sēļi",,56.89831,24.03807,https://saraksti.lv/#stop/5316,,
5438,,"Vizmas",,56.89077,24.00673,https://saraksti.lv/#stop/5438,,
5440,,"Zaigas",,56.89404,24.01939,https://saraksti.lv/#stop/5440,,
5441,,"Zaigas",,56.89437,24.02165,https://saraksti.lv/#stop/5441,,
5189,,"Lamberti",,56.91755,24.02548,https://saraksti.lv/#stop/5189,,
5188,,"Lamberti",,56.91760,24.02736,https://saraksti.lv/#stop/5188,,
5376,,"Mārupes ģimnāzija",,56.91824,24.03607,https://saraksti.lv/#stop/5376,,
5375,,"Mārupes ģimnāzija",,56.91825,24.03732,https://saraksti.lv/#stop/5375,,
1391,,"Bērnudārzs ""Lienīte""",,56.89997,24.04702,https://saraksti.lv/#stop/1391,,
1393,,"Bērnudārzs ""Lienīte""",,56.89831,24.04633,https://saraksti.lv/#stop/1393,,
1392,,"Mārupe",,56.89567,24.04605,https://saraksti.lv/#stop/1392,,
5428,,"Jaunmārupes pamatskola",,56.87898,23.94671,https://saraksti.lv/#stop/5428,,
5429,,"Jaunmārupes pamatskola",,56.88007,23.94605,https://saraksti.lv/#stop/5429,,
4999,,"Mūzikas un mākslas skola",,56.88218,23.93454,https://saraksti.lv/#stop/4999,,
5512,,"Pļavu iela",,56.88264,23.94025,https://saraksti.lv/#stop/5512,,
